Voz y Escritura-Revista de Estudios Literarios;Voz Escr.
Water Resources and Irrigation Management-WRIM;Water Resour. Irrig. Manag.-WRIM
ZBORNIK PRAVNOG FAKULTETA SVEUCILISTA U RIJECI;Zb. Pravnog Fak. Sveuc. Rijeci
African Journal of Health Professions Education;Afr. J. Health Prof. Education
Afriques-Debats Methodes et Terrains d Histoire;Afriques
America Latina Hoy-Revista de Ciencias Sociales;Am. Lat. Hoy
Americania-Revista de Estudios Latinoamericanos;Americania
Analytical and Bioanalytical Chemistry Research;Anal. Bioanal. Chem. Res.
Anuario de Historia Regional y de las Fronteras;Anu. Hist. Reg. Front.
Archives of Cardiovascular Diseases Supplements;Arch. Cardiovasc. Dis. Suppl.
Aristonothos-Scritti per il Mediterraneo Antico;Aristonothos-Scr. Mediterr. Ant.
Asia-Pacific Journal of Business Administration;Asia-Pac. J. Bus. Adm.
Biomaterials and Biomechanics in Bioengineering;Biomater. Biomech. Bioeng.
Bulletin of Geography-Physical Geography Series;Bull. Geogr.-Phys. Geogr. Ser.
Bulletin of the University of Karaganda-Physics;Bull. Karaganda Univ. -Phys.
CITHARA-ESSAYS IN THE JUDEO-CHRISTIAN TRADITION;Cithara-Essays Judeo-Christ. Tradit.
Canadian Journal American and Caribbean Studies;Can. J. Lat. Am. Caribb. Stud.
Chasqui-Revista Latinoamericana de Comunicacion;CHASQUI
Chinese Journal of Liquid Crystals and Displays;Chin. J. Liq. Cryst. Disp.
Clinical Cosmetic and Investigational Dentistry;CLIN. COSMET. INVESTIG. DENT.
Clinical Pharmacology-Advances and Applications;CLIN. PHARMACOL.-ADV. APPL.
Clinical Reviews in Bone and Mineral Metabolism;Clin. Rev. Bone Miner. Metab.
Corvinus Journal of Sociology and Social Policy;Corvinus J. Sociol. Policy
Critical Perspectives on International Business;Crit. Perspect. Int. Bus.
Cuadernos Electronicos de Filosofia del Derecho;Cuad. Electron. Filos. Derecho
Cuadernos de Filologia Clasica-Estudios Latinos;Cuad. Filos. Clasica-Estud. Lat.
Cultura-Rivista di Filosofia Letteratura Storia;Cultura-Riv. Filos. Lett. Stor.
Current Emergency and Hospital Medicine Reports;Curr. Emerg. Hosp. Med. Rep.
Current Issues in Pharmacy and Medical Sciences;Curr. Iss. Pharm. Med. Sci.
Czech-Polish Historical and Pedagogical Journal;Czech-Pol. Hist. Pedagog. J.
Deltion of the Christian Archaeological Society;Deltion Christ. Archaeol. Soc.
Documentacion de las Ciencias de la Informacion;Doc. Cienc. Inf.
EGA-Revista de Expresion Grafica Arquitectonica;EGA-Rev. Expres. Graf. Arquit.
Early Modern Women-An Interdisciplinary Journal;Early Mod. Women
Egyptian Journal of Dermatology and Venereology;Egypt. J. Dermat. Vener.
Ekonomia i Srodowisko-Economics and Environment;Ekon. Srod.
European Journal of Microbiology and Immunology;Eur. J. Microbiol. Immunol.
European Journal of Psychotherapy & Counselling;Eur. J. Psychother. Couns.
Evidence Based Library and Information Practice;Evid. Based Lib. Inf. Pract.
Evolutionary and Institutional Economics Review;Evol. Inst. Econ. Rev.
Foundations and Trends in Programming Languages;Found. Trends Program. Lang.
Gondola-Ensenanza y Aprendizaje de las Ciencias;Gondola
HISTORICAL JOURNAL OF FILM RADIO AND TELEVISION;Hist. J. Film Radio Telev.
High Blood Pressure & Cardiovascular Prevention;High Blood Press. Cardiovasc. Prevent.
Higher Education Skills and Work-based Learning;High Educ. Skills Work-based Learn
How-A Colombian Journal for Teachers of English;How
INTERNATIONAL JOURNAL OF RIVER BASIN MANAGEMENT;Int. J. River Basin Manag.
Innovations in Systems and Software Engineering;Innov. Syst. Softw. Eng.
International Journal for Educational Integrity;Int. J. Educ. Intege.
International Journal of Automation and Control;Int. J. Autom. Control
International Journal of Childrens Spirituality;Int. J. Child. Spiritual.
International Journal of Differential Equations;Int. J. Differ. Equat.
International Journal of Education and the Arts;Int. J. Educ. Arts
International Journal of Educational Management;Int. J. Educ. Manag.
International Journal of Educational Psychology;Int. J. Educ. Psychol.
International Journal of Historical Archaeology;Int. J. Hist. Archaeol.
International Journal of Integrated Engineering;Int. J. Integr. Eng.
International Journal of Knowledge and Learning;Int. J. Knowl. Learn.
International Journal of Sociology of Education;Int. J. Sociol. Educ.
International Journal of Value Chain Management;Int. J. Chain Manag.
International Journal of Wine Business Research;Int. J. Wine Bus. Res.
International Journal of the Platonic Tradition;Int. J. Platonic Tradit.
International Studies in Sociology of Education;Int. Stud. Sociol. Educ.
Internationale Katholische Zeitschrift Communio;Int. Kathol. Z. Communio
Italian Journal of Pure and Applied Mathematics;Ital. J. Pure Appl. Math.
JOURNAL OF THE AMERICAN OSTEOPATHIC ASSOCIATION;J. Am. Osteopath. Assoc.
JOURNAL OF THE WARBURG AND COURTAULD INSTITUTES;J. Warbg. Court. Inst.
Jordan Journal of Modern Languages & Literature;Jord. J. Mod. Lang. Lit.
Journal Of Cardiovascular and Thoracic Research;J. Cardiovasc. Thorac. Res.
Journal of Applied Research in Higher Education;J. Appl. Res. High. Educ.
Journal of Asian Finance Economics and Business;J. Asian Financ. Econ. Bus.
Journal of Banking and Finance Law and Practice;J. Bank Financ. Law Pract.
Journal of Clinical and Experimental Hepatology;J. Clin. Exp. Hepatol.
Journal of Computer Networks and Communications;J. Comput. Netw. Commun.
Journal of Construction in Developing Countries;J. Constr. Dev. Ctries.
Journal of Economic and Administrative Sciences;J. Econom.  Adm. Sci.
Journal of Elections Public Opinion and Parties;J. Elect. Public Opin. Parties
Journal of Electronic Commerce in Organizations;J. Electron. Commer. Organ.
Journal of Electronics & Information Technology;J. Electron. Inf. Technol.
Journal of Global Scholars of Marketing Science;J. Glob. Scholars Mark. Sci.
Journal of Intellectual Property Law & Practice;J. Intellect. Prop. Law Pract.
Journal of International Translational Medicine;J. Int. Transl. Med.
Journal of Investigative and Clinical Dentistry;J. Investig. Clin. Dent.
Journal of Materials and Engineering Structures;J. Mater. Eng. Struct.
Journal of Pathology and Translational Medicine;J. Pathol. Transl. Med.
Journal of Rail Transport Planning & Management;J. Rail Transport Plan. Manag.
Journal of Structural Integrity and Maintenance;J. Struct. Integr. Maint.
Journal of Unschooling and Alternative Learning;J. Unsch. Altern. Learn.
LOGOS-A JOURNAL OF CATHOLIC THOUGHT AND CULTURE;Logos
Logos-Journal of the World Publishing Community;Logos-J. World Publ. Community
Mirovaya Ekonomika i Mezhdunarodnye Otnosheniya;Mirovaya Ekon. Mezhdunarodyne Otnosheniya
NACC-Nova Acta Cientifica Compostelana Bioloxia;NACC-Nova Acta Cient. Compostel. Biol.
Notes on Number Theory and Discrete Mathematics;Notes Number Theory Discret. Math.
Numen-Revista de Estudos e Pesquisa da Religiao;Numen
Occasional Papers on Religion in Eastern Europe;Occas. Pap. Relig. East. Eur.
Organizations and Markets in Emerging Economies;Organ. Market. Emerg. Econ.
PROOFTEXTS-A JOURNAL OF JEWISH LITERARY HISTORY;Prooftexts-J. Jew. Lit. Hist.
Pathology and Laboratory Medicine International;Pathol. Lab. Med. Int.
Peace Economics Peace Science and Public Policy;Peace Econ. Peace Sci. Public Policy
Philosophia-International Journal of Philosophy;Philos.-Int. J. Philos.
Physical Culture and Sport Studies and Research;Phys. Cult. Sport Stud. Res.
Present Environment and Sustainable Development;Present Environ. Sustain. Dev.
Production Engineering-Research and Development;Prod. Eng.-Res. Dev.
Publications de l Institut Mathematique-Beograd;Publ. Inst. Math.-Beograd
Revista Argentina de Historiografia Linguistica;Rev. Argent. Historiogr. Linguist.
Revista Brasileira de Ciencias Agrarias-Agraria;Rev. Bras. Cienc. Agrar.
Revista Brasileira de Ginecologia e Obstetricia;Rev. Bras. Ginecol. Obstet.
Revista Electronica de Estudios Internacionales;Rev. Electron. Estud. Int.
Revista de Epidemiologia e Controle de Infeccao;Rev. Epidemiol. Control. Infecc.
Revista de Estudios Empresariales-Segunda Epoca;Rev. Estud. Empresariales-Segunda Epoca
Rhythmica-Revista Espanola de Metrica Comparada;Rhythmica
Rivista di Matematica della Universita di Parma;N/A
SOBORNOST INCORPORATING EASTERN CHURCHES REVIEW;Sobornost Inc. East. Churches Rev.
Scientia Sinica-Physica Mechanica & Astronomica;Sci. Sin.-Phys. Mech. Astron.
Scientific and Technical Information Processing;Sci. Tech. Inf. Process.
Sendebar-Revista de Traduccion e Interpretacion;Sendebar
Slovene-International Journal of Slavic Studies;Slovene
Socialine Teorija Empirija Politika ir Praktika;Soc. Teor. Emp. Polit. Prakt.
South African Journal of Information Management;S. Afr. J. Inform. Manag.
Southern African Journal of Infectious Diseases;South. Afr. Infect. Dis.
Torre del Virrey-Revista de Estudios Culturales;Torre Virrey
Trans-Revue de Litterature Generale et Comparee;Trans-Rev. Litt. Gen. Comp.
Transactions of the London Mathematical Society;Trans. London Math. Soc.
Trends and Issues in Crime and Criminal Justice;Trends Iss. Crime Crim. Justice
Turkish Journal of Endocrinology and Metabolism;Turk. J. Endocrinol. Metab.
Voprosy Obrazovaniya-Educational Studies Moscow;Vopr. Obrazovaniya-Educ. Stud. Mosc.
WELT DER SLAVEN-HALBJAHRESSCHRIFT FUR SLAVISTIK;Welt Slaven-Halbjahresschrift Slav.
Women and Music-A Journal of Gender and Culture;Women Music
Worldviews-Global Religions Culture and Ecology;Worldviews
ZEITSCHRIFT FUR RELIGIONS-UND GEISTESGESCHICHTE;Z. Relig.-Geistesgesch.
Zeitschrift fur Herz Thorax und Gefasschirurgie;Z. Herz Thorax Gefasschir.
e-Journal of Surface Science and Nanotechnology;e-J. Surf. Sci. Nanotec.
Acque Sotterranee-Italian Journal of Groundwater;Acque Sotter.
Acta Orientalia Academiae Scientiarum Hungaricae;Acta Orient. Acad. Sci. Hung.
Acta Scientiarum Polonorum-Formatio Circumiectus;Acta Sci. Pol.-Form. Circumiectus
Alergologia Polska-Polish Journal of Allergology;Alergol. Pol.
Anales del Seminario de Historia de la Filosofia;Anales del Semin. Hist. Filos.
Annals of Mathematical Sciences and Applications;Ann. Math. Sci. Appl.
Annals of Phytomedicine-An International Journal;Ann. Phytomedicine
Anuario Colombiano de Derecho Internacional-ACDI;Anu. Colomb. Derecho Int.-ACDI
Areas-Revista Internacional de Ciencias Sociales;Areas
Asian Journal of Water Environment and Pollution;Asian J. Water Environ. Pollut.
AtoZ-Novas Praticas em Informacao e Conhecimento;AtoZ
Australian Journal of Rehabilitation Counselling;Aust. J. Rehabil. Couns.
Avances de Investigacion en Educacion Matematica;Av. Investig. Educ. Mat.
Biomedical Engineering and Computational Biology;Biomed. Eng. Comput. Biol.
Bioscience Biotechnology Research Communications;Biosci. Biotechnol. Res. Commun.
Bulletin of the Karaganda University-Mathematics;Bull. Karaganda Univ-Math.
Bulletin of the Mineral Research and Exploration;Bull. Min. Res. Explor.
Case Reports in Plastic Surgery and Hand Surgery;Case Rep. Plast. Surg. Hand Surg.
Ciudad y Territorio-Estudios Territoriales-CyTET;Ciudad Territ.-Estud. Territ.-CyTET
Computability-The Journal of the Association CiE;Computability
Computational Methods for Differential Equations;Comput. Methods Differ. Equ.
Coordenadas-Revista de Historia Local y Regional;Coordenadas
Cukurova University Faculty of Education Journal;Cukurova Univ. Fac. Educ. J.
Current Treatment Options in Infectious Diseases;Curr. Treat. Option Infect. Dis
Dementia and Geriatric Cognitive Disorders Extra;Dement. Geriatr. Cogn. Disord. Extra
Discrete Mathematics Algorithms and Applications;Discret. Math. Algorithms Appl.
Economics of Transition and Institutional Change;Econ. Transit. Inst. Change
Ekonomika Poljoprivreda-Economics of Agriculture;Ekon. Poljopr.
Electrical Control and Communication Engineering;Electr. Control Comun. Eng.
Environmental Processes-An International Journal;Environ. Process.
European Journal of Pure and Applied Mathematics;Eur. J. Pure Appl Math.
Forensische Psychiatrie Psychologie Kriminologie;Forens. Psychiatr. Psychol. Kriminol.
Glasnik Hemicara i Tehnologa Bosne i Hercegovine;Glas. Hemicara Tehnol. Bosne Hercegovina
INTERNATIONAL JOURNAL FOR PHILOSOPHY OF RELIGION;Int. J. Philos. Relig.
INTERPRETATION-A JOURNAL OF POLITICAL PHILOSOPHY;Interpretation-J. Polit. Philos.
Indian Journal of Natural Products and Resources;Indian J. Nat. Prod. Resour.
Indonesian Journal of Islam and Muslim Societies;Indones. J. Islam Muslim Soc.
Informatica-Journal of Computing and Informatics;Inform.-J. Comput. Inform.
Insan & Toplum-The Journal of Humanity & Society;Insan Toplum
Interdisciplinary Description of Complex Systems;Interdiscip. Descr. Complex Syst.
International Journal of Architectural Computing;Int. J. Archit. Comput.
International Journal of Construction Management;Int. J. Constr. Manag.
International Journal of Innovation and Learning;Int. J. Innov. Learn.
International Journal of Leadership in Education;Int. J. Leadersh. Educ.
International Journal of Mathematics and Physics;Int. J. Math. Phys.-Kazakhstan
International Journal of Multicultural Education;Int. J. Multicult. Educ.
International Journal of Organizational Analysis;Int. J. Organ. Anal.
International Journal of Philosophy and Theology;Int. J. Philos. Theol.
International Journal of Sports Physical Therapy;Int. J. Sports Phys. Ther.
International Journal of Sustainable Engineering;Int. J. Sustain. Eng.
International Journal of Web Information Systems;Int. J. Web Inf. Syst.
International Journal of the Classical Tradition;Int. J. Class. Tradit.
JIRSS-Journal of the Iranian Statistical Society;JIRSS-J. Iran. Stat. Soc.
JOURNAL OF ENGINEERING PHYSICS AND THERMOPHYSICS;J. Eng. Phys. Thermophys.
JOURNAL OF ENVIRONMENTAL ENGINEERING AND SCIENCE;J. Environ. Eng. Sci.
JOURNAL OF THE BRITISH SOCIETY FOR PHENOMENOLOGY;J. Br. Soc. Phenomenol.
Jewish Film & New Media-An International Journal;Jew. Film New Media
Journal of Accounting  and Organizational Change;J. Account. Organ. Chang.
Journal of Active and Passive Electronic Devices;J. Act. Passic. Electron. Devices
Journal of Aeronautics Astronautics and Aviation;J. Aeronaut. Astronaut. Aviat.
Journal of Algorithms & Computational Technology;J. Algorithms Comput. Technol.
Journal of Anaesthesiology Clinical Pharmacology;J. Anaesth. Clin. Pharm.
Journal of Chinese Economic and Business Studies;J. Chin. Econ. Bus. Stud.
Journal of College of Sharia and Islamic Studies;J. Coll. Sharia Islamic Stud.
Journal of Education for Students Placed at Risk;J. Educ. Students Placed Risk
Journal of Hazardous Toxic and Radioactive Waste;J. Hazard. Toxic Radioact. Waste
Journal of Industrial and Production Engineering;J. IND. PROD. ENG.
Journal of Infrastructure Policy and Development;J. Infrastruct. Policy Dev.
Journal of Machinery Manufacture and Reliability;J. Mach. Manuf. Reliab.
Journal of Mathematical and Fundamental Sciences;J. Math. Fundam. Sci.
Journal of Mathematics and Computer Science-JMCS;J. Math. Comput. Sci.-JMCS
Journal of Medicinal Plants and By-products-JMPB;J. Med. Plants By-Prod.-JMPB
Journal of Ophthalmic Inflammation and Infection;J. Ophthalmic Inflamm. Infect.
Journal of Organisational Studies and Innovation;J. Organ. Stud. Innov.
Journal of Patient-Centered Research and Reviews;J. Patient-Center Res. Rev.
Journal of Pharmaceutical Research International;J. Pharm. Res. Int.
Journal of Research in Special Educational Needs;J. Res. Spec. Educ. Needs
Journal of Siberian Federal University-Chemistry;J. Sib. Fed. Univ.-Chem.
Journal of Student Affairs Research and Practice;J. Stud. Aff. Res. Pract.
Journal of Transport and Supply Chain Management;J. Transp. Supply Chain Manag.
Journal of the Economic Science Association-JESA;J. Econ. Sci. Assoc.-JESA
Journal of the Korean Magnetic Resonance Society;J. Korean Magn. Reson. Soc.
Journal of the World Federation of Orthodontists;J. World Fed. Orthod.
Kastamonu University Journal of Forestry Faculty;Kastamonu Univ. J. For. Fac.
Khazar Journal of Humanities and Social Sciences;Khazar J. Humanities Soc. Sci.
LEA-Lingue e Letterature d Oriente e d Occidente;LEA-Lingue Lett. Oriente Occidente
Legajos-Boletin del Archivo General de la Nacion;Legajos
Manchester Journal of International Economic Law;Manchester J. Int. Econ. Law
Manoa-A Pacific Journal of International Writing;Manoa
Materiali per una Storia della Cultura Giuridica;Mater. Stor. Cult. Giurid.
Maxillofacial Plastic and Reconstructive Surgery;Maxillofac. Plast. Reconstr. Sur.
Micrologus-Nature Science and Medieval Societies;Micrologus
Middle East Journal of Culture and Communication;Middle East J. Cult. Commun.
NOWELE-North-Western European Language Evolution;NOWELE
Odovtos International Journal of Dental Sciences;ODOVTOS INT. J. DENT. SCI.
PAPERS OF THE BIBLIOGRAPHICAL SOCIETY OF AMERICA;Pap. Bibliogra. Soc. Am.
Person-Centered and Experiential Psychotherapies;Pers.-Centered Exp. Psychother.
Policy & Practice-A Development Education Review;Policy Pract.
RACAR-REVUE D ART CANADIENNE-CANADIAN ART REVIEW;RACAR-Rev. Art Can.-Can. Art Rev.
RAEL-Revista Electronica de Linguistica Aplicada;RAEL-Rev. Electron. Linguist. Apl.
Radovi Zavoda za povijesne znanosti HAZU u Zadru;Rad. Zavoda povij. znan. HAZU Za.
Revista Argentina de Ciencias del Comportamiento;Rev. Argent. Cienc. Comport.
Revista Eletronica de Estrategia e Negocios-REEN;Rev. Eletronica Estrateg. Neg.-REEN
Revista Espanola de Anestesiologia y Reanimacion;Rev. Esp. Anestesiol. Reanim.
Revista Espanola de Nutricion Humana y Dietetica;Rev. Esp. Nutr. Hum. Diet.
Revista Espanola de Orientacion y Psicopedagogia;Rev. Esp. Orientac. Psicopedag.
Revista Ibero-Americana de Ciencia da Informacao;Rev. Ibero-Am. Cienc. Inf.
Revista de Investigaciones Veterinarias del Peru;Rev. Investig. Vet. Peru
Revista de Pesquisa-Cuidado e Fundamental Online;Rev. Pesqui.-Cuid. Fundam. Online
Revista de Sociedad Gaditana de Historia Natural;Rev. Soc. Gadit. Hist. Nat.
Revista on Line de Politica e Gestao Educacional;Rev. Line Polit. Gest.
Revue des Mondes Musulmans et de la Mediterranee;Rev. Mondes Musulmans Mediterr.
Rivista Internazionale di Filosofia e Psicologia;Riv. Int. Filos. Psicol.
SAE International Journal of Commercial Vehicles;SAE Int. J. Commer. Veh.
SOUTH AFRICAN JOURNAL OF COMMUNICATION DISORDERS;S. Afr. J. Commun. Disord.
SURFACE ENGINEERING AND APPLIED ELECTROCHEMISTRY;Surf. Eng. Appl. Electrochem.
Scienza & Politica-Per una Storia delle Dottrine;Sci. Politica
Sexuality & Culture-An Interdisciplinary Journal;Sex. Cult.
South Asian Journal of Human Resource Management;South Asian J. Hum. Resour. Manag.
Stem Cells and Cloning-Advances and Applications;Stem Cells Cloning
TIJDSCHRIFT VOOR NEDERLANDSE TAAL-EN LETTERKUNDE;Tijdschr. Ned. Taal-Lett.
Trashumante-Revista Americana de Historia Social;TRASHUMANTE
Vestnik Transplantologii i Iskusstvennyh Organov;VESTN. TRANSPL. ISKUSSTV. ORGANOV.
ACTA PSIQUIATRICA Y PSICOLOGICA DE AMERICA LATINA;Acta Psiquiat. Psicol. Am. Lat.
Advances and Applications in Discrete Mathematics;Adv. Appl. Discret. Math.
Advances in Electrical and Electronic Engineering;Adv. Electr. Electron. Eng.
Advances in Hospitality and Tourism Research-AHTR;Adv. Hosp. Tour. Res.-AHTR
Advances in Materials and Processing Technologies;Adv. Mater. Process. Technol.
All Azimuth-A Journal of Foreign Policy and Peace;All Azimuth
Anales de Geografia de la Universidad Complutense;An. Geogr. Univ. Complut.
Annals of Occupational and Environmental Medicine;Ann. Occup. Environ. Med.
Arab Journal of Nuclear Sciences and Applications;Arab J. Nucl. Sci. Appl.
Archaeology Ethnology and Anthropology of Eurasia;Archaeol. Ethnol. Anthropol. Eurasia
Archiv fur Papyrusforschung und Verwandte Gebiete;Arch. Papyrusforschung Verwandte Geb.
BULLETIN OF THE AMERICAN SOCIETY OF PAPYROLOGISTS;Bull. Amer. Soc. Papyrol.
Bulletin of the University of Karaganda-Chemistry;Bull. Univ. Karaganda-Chem.
Business and Professional Communication Quarterly;Bus. Prof. Commun. Q.
CRITICISM-A QUARTERLY FOR LITERATURE AND THE ARTS;Crit.-Q. Lit. Arts
Canadian Journal for the Study of Adult Education;Can. J. Study Adult Educ.
Carpathian Journal of Food Science and Technology;Carpathian J. Food Sci. Technol.
Changing English-Studies in Culture and Education;Chang. Engl.
Chilean Journal of Agricultural & Animal Sciences;Chil. J. Agric. Anim. Sci.
Cinema-Journal of Philosophy and the Moving Image;Cinema
Communications of the Korean Mathematical Society;Commun. Korean Math. Soc.
Contagion-Journal of Violence Mimesis and Culture;Contagion
Cuadernos de Administracion-Universidad del Valle;Cuad. Adm.-Univ. Valle
Dalhousie Journal of Interdisciplinary Management;Dalhous. J. Interdiscip. Manag.
Decision Sciences-Journal of Innovative Education;Decis. Sci.
Desde el Jardin de Freud-Revista de Psicoanalisis;Desde Jard. Freud
Dialogues in Philosophy Mental and Neuro Sciences;Dialogues Philos. Ment. Neuro Sci.
EARI-Educacion Artistica-Revista de Investigacion;EARI-Educ. Artist.-Rev. Investig.
Economic and Social Changes-Facts Trends Forecast;Econ. Soc. Chang.
Eikasmos-Quaderni Bolognesi di Filologia Classica;Eikasmos
Encrucijadas-Revista Critica de Ciencias Sociales;Encrucijadas
Engineering Technology & Applied Science Research;Eng. Technol. Appl. Sci. Res.
Estudios Sociales-Revista Universitaria Semestral;Estud. Soc.
Exercer-La Revue Francophone de Medecine Generale;Exercer
Frontiers of Agricultural Science and Engineering;Front. Agric. Sci. Eng.
Futuro del Pasado-Revista Electronica de Historia;Futuro Pasado
Harold Pinter Review-Essays on Contemporary Drama;Harold Pinter Rev.
Haser-Revista Internacional de Filosofia Aplicada;Haser
Health Services and Outcomes Research Methodology;Health Serv. Outcomes Res. Methodol.
IJoLE-International Journal of Language Education;IJoLE-Int. J. Lang. Educ.
Indian Journal of Medical and Paediatric Oncology;Indian J. Med. Paediatr. Oncol.
International Journal for the Study of Skepticism;Int. J. Study Skept.
International Journal of Automation and Computing;Int. J. Autom. Comput.
International Journal of Christianity & Education;Int. J. Christ. Educ.
International Journal of Critical Infrastructures;Int. J. Crit. Infrastruct.
International Journal of Energy Sector Management;Int. J. Energy Sect. Manag.
International Journal of Fluid Mechanics Research;Int. J. Fluid Mech. Res.
International Journal of Geotechnical Engineering;Int. J. Geotech. Eng.
International Journal of Management and Economics;Int. J. Manag. Econ.
International Journal of Power and Energy Systems;Int. J. Power Energy Syst.
International Journal of Public Sector Management;Int. J. Public Sect. Manag.
International Journal of Reconfigurable Computing;Int. J. Reconfigurable Comput.
International Journal of Reproductive Biomedicine;Int. J. Reprod. Biomed.
International Journal of Training and Development;Int. J. Train. Dev.
Iranian Journal of Nursing and Midwifery Research;Iran. J. Nurs. Midwifery Res.
JOURNAL FOR THE STUDY OF RELIGIONS AND IDEOLOGIES;J. Study Relig. Ideol
JOURNAL OF PAIN & PALLIATIVE CARE PHARMACOTHERAPY;J. Pain Palliat. Care Pharmacother.
Journal for European Environmental & Planning Law;J. Eur. Environ. Plan. Law
Journal of Aggression Conflict and Peace Research;J. Aggress. Confl. Peace Res.
Journal of Applied Water Engineering and Research;J. Appl. Water Eng. Res.
Journal of Astronomy and Earth Sciences Education;J. Astron. Earth Sci. Educ.
Journal of Educational Administration and History;J. Educ. Adm. Hist.
Journal of Engineering and Technological Sciences;J. Eng. Technol. Sci.
Journal of Entrepreneurship in Emerging Economies;J. Entrep. Emerg. Econ.
Journal of Experimental Therapeutics and Oncology;J. Exp. Ther. Oncol.
Journal of Historical Research in Music Education;J. Hist. Res. Music Educ.
Journal of Information Technology in Construction;J. Inf. Technol. Constr.
Journal of Manufacturing and Materials Processing;J. Manuf. Mater. Process.
Journal of Medical Ethics and History of Medicine;J. Med. Ethics Hist. Med.
Journal of Medical Imaging and Radiation Sciences;J. Med. Imaging Radiat. Sci.
Journal of New Approaches in Educational Research;J. New Approaches Educ. Res.
Journal of Orthopaedics Trauma and Rehabilitation;J. Orthop. Trauma Rehabil.
Journal of Postsecondary Education and Disability;J. Postsecond. Educ. Disabil.
Journal of Psychological and Educational Research;J. Psychol. Educ. Res.
Journal of Rajasthan Academy of Physical Sciences;J. Rajasthan Acad. Phys. Sci.
Journal of Research in Medical and Dental Science;J. Res. Med. Dent. Sci.
Journal of Social Work Practice in the Addictions;J. Soc. Work Pract. Addict.
Journal of the American Philosophical Association;J. Am. Philos. Assoc.
Journal of the British Archaeological Association;J. Br. Archaeol. Assoc.
Journal of the Egyptian National Cancer Institute;J. Egypt. Natl. Cancer Inst.
L1 Educational Studies in Language and Literature;L1 Educ. Stud. Lang. Lit.
LIED UND POPULARE KULTUR-SONG AND POPULAR CULTURE;Lied pop. Kult.
Latvian Journal of Physics and Technical Sciences;Latv. J. Phys. Tech. Sci.
Learning Disabilities-A Multidisciplinary Journal;Learn. Disabil.
Medisur-Revista de Ciencias Medicas de Cienfuegos;Medisur-Rev. Cienc. Med. Cienfuegos
Mediterranean Journal of Nutrition and Metabolism;Mediterr. J. Nutr. Metab.
Noesis-Revista de Ciencias Sociales y Humanidades;Noesis-Rev. Cienc. Soc. Humanid.
Ogigia-Revista Electronica de Estudios Hispanicos;Ogigia
Pediatric Gastroenterology Hepatology & Nutrition;Pediatr. Gastroenterol. Hepatol. Nutr.
Perifrasis-Revista de Literatura Teoria y Critica;Perifrasis
Perspectives on Global Development and Technology;Perspect. Glob. Dev. Technol.
Philosophy and Cosmology-Filosofiya i Kosmologiya;Philos. Cosmol.
Polish Journal of Medical Physics and Engineering;Pol. J. Med. Phys. Eng.
Politicka Misao-Croatian Political Science Review;Polit. Misao
Pomorstvo-Scientific Journal of Maritime Research;Pomorstvo
Portal-Godisnjak Hrvatskog Restauratorskog Zavoda;Portal
REVUE DES SCIENCES PHILOSOPHIQUES ET THEOLOGIQUES;Rev. Louvre.-Rev. Mus. Fr.
REVUE PHILOSOPHIQUE DE LA FRANCE ET DE L ETRANGER;Rev. Philos. Fr. Etrang.
ReS Futurae-Revue d Etudes sur la Science-Fiction;ReS Futurae
Recherches de Theologie et Philosophie Medievales;Rech. Theol. Philos. Mediev.
Review of Education Pedagogy and Cultural Studies;Rev. Educ. Pedagog. Cult. Stud.
Revista Brasileira de Historia & Ciencias Sociais;Rev. Bras. Hist. Cienc. Soc.
Revista Mexicana de Ciencias Politicas y Sociales;Rev. Mex. Cienc. Polit. Soc.
Revista de Estudios Internacionales Mediterraneos;Rev. Estud. Int. Mediterr.
Revista de la Federacion Argentina de Cardiologia;Rev. Fed. Argent. Cardiol.
SAE International Journal of Fuels and Lubricants;SAE Int. J. Fuels Lubr.
Science and Technology of Archaeological Research;Sci. Technol. Archaeol. Res.
Signo y Sena-Revista del Instituto de Linguistica;Signo Sena
Sixties-A Journal of History Politics and Culture;Sixties
Stellenbosch Papers in Linguistics Plus-SPiL Plus;Stellenbosch Pap. Linguist.-SPiL Plus
TeMA-Journal of Land Use Mobility and Environment;TeMA
Theleme-Revista Complutense de Estudios Franceses;Theleme
Theory of Probability and Mathematical Statistics;Theory Probab. Math. Stat.
Transactions of A Razmadze Mathematical Institute;Trans. A Razmadze Math. Inst.
Turk Onkoloji Dergisi-Turkish Journal of Oncology;Turk Onkol. Derg.
Zeitschrift fur Vergleichende Politikwissenschaft;Z. Vgl. Politikwissenschaft
e-rph-Revista electronica de Patrimonio Historico;e-rph
ACM Transactions on Management Information Systems;ACM Trans. Manag. Inf. Syst.
ACM Transactions on Spatial Algorithms and Systems;ACM Trans. Spat. Algoritm. Syst.
ARIEL-A REVIEW OF INTERNATIONAL ENGLISH LITERATURE;Ariel-Rev. Int. Engl. Lit.
Acta Scientiarum Polonorum-Technologia Alimentaria;Acta Sci. Polon.-Technol. Aliment.
Advances and Applications in Mathematical Sciences;Adv. Appl. Math. Sci.
African Journal of Accounting Auditing and Finance;Afr. J. Account. Audit. Financ.
African Journal of Economic and Management Studies;Afr. J. Econ. Manag. Stud.
Ajalooline Ajakiri-The Estonian Historical Journal;Ajalooline Ajak.
Annali di Igiene Medicina Preventiva e di Comunita;Ann. Ig. Med. Prev. Comunita
